user_id,reg_time,max_duration,min_duration,avg_duration,last_session_closed,total_payment_PU,avg_payment_PPU,avg_payment,max_lvl,last_lvl_up_time
858357690,2020-10-07 08:13:33.585000,4954.799,91.392,1716.02,2020-10-09 22:24:26.531000+00:00,,,,7.0,2020-10-09 08:23:14.201003
743901049,2020-10-07 21:10:22.478000,42.457,42.457,42.46,2020-10-08 04:11:05.436000+00:00,,,,,
667984929,2020-10-08 04:05:34.013000,134.717,55.249,94.98,2020-10-08 14:56:07.200000+00:00,,,,,
788804103,2020-10-05 05:29:44.263000,69.754,69.754,69.75,2020-10-05 12:30:54.518000+00:00,,,,,
819607293,2020-10-07 07:08:25.257000,183.571,183.571,183.57,2020-10-07 14:11:29.329000+00:00,,,,2.0,2020-10-07 07:11:28.828003
918074579,2020-10-08 04:09:23.694000,249.127,249.127,249.13,2020-10-08 11:13:33.221000+00:00,,,,2.0,2020-10-08 04:11:42.325003
630727505,2020-10-08 08:58:12.219000,6762.753,1.54,1644.63,2020-10-18 07:58:28.069000+00:00,,,,15.0,2020-10-17 08:31:06.605003
609270552,2020-10-08 09:34:45.163000,573.242,573.242,573.24,2020-10-08 16:44:18.906000+00:00,,,,3.0,2020-10-08 09:40:44.811003
654934199,2020-10-08 20:19:15.133000,510.875,510.875,510.88,2020-10-09 03:27:46.509000+00:00,,,,2.0,2020-10-08 20:22:38.668001
221403806,2020-10-09 01:47:08.375000,1810.279,55.057,665.1,2020-10-11 17:10:39.709000+00:00,,,,5.0,2020-10-09 02:08:37.946003
117491051,2020-10-09 02:15:08.778000,1602.47,123.345,858.35,2020-10-12 05:39:06.423000+00:00,,,,7.0,2020-10-10 12:38:13.879003
501435873,2020-10-09 02:50:45.085000,284.481,284.481,284.48,2020-10-09 09:55:30.067000+00:00,,,,,
542892919,2020-10-09 07:12:08.750000,729.116,729.116,729.12,2020-10-09 14:28:35.609000+00:00,,,,3.0,2020-10-09 07:20:46.281003
993059851,2020-10-10 12:01:58.287000,1970.006,37.712,733.35,2020-10-11 10:18:18.067000+00:00,,,,7.0,2020-10-11 00:44:37.693003
901193463,2020-10-10 13:08:28.423000,2401.543,668.233,1283.28,2020-10-13 07:50:09.816000+00:00,,,,7.0,2020-10-13 00:41:57.982004
652829823,2020-10-09 07:24:52.097000,1018.792,601.46,810.13,2020-10-09 15:33:18.124000+00:00,,,,6.0,2020-10-09 08:32:30.130003
568389189,2020-10-09 08:38:15.342000,1818.65,231.409,706.09,2020-10-14 15:01:58.772000+00:00,,,,8.0,2020-10-14 07:57:59.199005
947079945,2020-10-09 09:45:25.291000,1438.798,286.184,862.49,2020-10-09 18:01:35.098000+00:00,,,,7.0,2020-10-09 11:00:39.890004
27346819,2020-10-09 09:47:03.776000,1890.91,226.757,1058.83,2020-10-10 06:46:19.477000+00:00,,,,4.0,2020-10-09 09:57:34.030003
326491678,2020-10-09 10:40:07.145000,2676.198,23.291,361.16,2020-10-19 00:27:13.381000+00:00,,,,7.0,2020-10-18 12:24:36.164003
796546119,2020-10-09 10:53:56.739000,898.664,0.0,449.33,2020-10-15 08:19:07.706000+00:00,,,,3.0,2020-10-09 11:01:42.664003
51356192,2020-10-09 13:12:37.543000,1182.115,216.814,604.27,2020-10-09 21:40:52.718000+00:00,,,,4.0,2020-10-09 13:26:26.196003
940913365,2020-10-09 14:02:03.245000,1065.891,245.227,626.21,2020-10-09 22:26:41.885000+00:00,,,,4.0,2020-10-09 14:38:22.576002
892029689,2020-10-09 14:50:34.356000,1119.274,1119.274,1119.27,2020-10-09 22:09:14.131000+00:00,,,,2.0,2020-10-09 15:07:12.801003
828235025,2020-10-09 14:59:42.715000,795.744,106.26,498.85,2020-10-11 16:06:42.742000+00:00,,,,5.0,2020-10-11 05:42:06.004003
595167740,2020-10-09 15:29:07.950000,1250.462,42.963,345.79,2020-10-15 22:00:46.101000+00:00,,,,4.0,2020-10-09 15:46:02.154003
10799152,2020-10-09 18:48:10.668000,2054.886,2054.886,2054.89,2020-10-10 02:22:26.055000+00:00,,,,4.0,2020-10-09 19:18:05.470001
4400753,2020-10-09 20:02:26.122000,119.053,119.053,119.05,2020-10-10 03:04:25.176000+00:00,,,,,
439820798,2020-10-09 21:17:41.380000,0.0,0.0,0.0,2020-10-10 04:18:01.864000+00:00,,,,,
604432493,2020-10-09 21:18:03.625000,10684.515,0.0,2263.83,2020-10-18 13:12:05.840000+00:00,1.9793893129771,0.282769901853871,0.545342420937839,16.0,2020-10-16 06:37:14.211004
170811290,2020-10-09 22:07:14.423000,635.814,635.814,635.81,2020-10-10 05:17:50.485000+00:00,,,,3.0,2020-10-09 22:14:38.084003
191283915,2020-10-09 22:30:56.053000,206.198,206.198,206.2,2020-10-10 05:34:22.678000+00:00,,,,2.0,2020-10-09 22:33:14.273003
684688195,2020-10-09 22:41:56.563000,2627.415,2627.415,2627.42,2020-10-10 06:25:44.479000+00:00,,,,4.0,2020-10-09 23:22:40.340006
990107498,2020-10-09 22:51:04.362000,188.385,188.385,188.39,2020-10-10 05:54:12.963000+00:00,,,,2.0,2020-10-09 22:53:54.264003
61481865,2020-10-09 22:53:44.465000,6523.081,69.975,699.95,2020-10-19 19:08:15.416000+00:00,,,,11.0,2020-10-19 10:17:44.512004
889248300,2020-10-09 22:54:54.284000,1763.609,113.528,898.69,2020-10-19 21:23:17.496000+00:00,,,,9.0,2020-10-17 23:04:54.152003
756813941,2020-10-09 23:09:18.856000,4003.527,99.195,1208.52,2020-10-11 16:34:09.816000+00:00,,,,8.0,2020-10-10 01:10:39.598005
718521949,2020-10-10 00:24:45.742000,2356.749,54.329,1023.79,2020-10-18 18:59:29.269000+00:00,,,,8.0,2020-10-12 11:31:35.579002
488388350,2020-10-10 02:28:33.573000,1455.874,55.303,404.04,2020-10-14 07:51:51.775000+00:00,,,,6.0,2020-10-13 11:49:17.478003
601928723,2020-10-10 03:15:57.510000,6922.437,0.0,1320.45,2020-10-19 05:49:15.801000+00:00,,,,8.0,2020-10-11 04:56:35.219004
552042366,2020-10-10 03:55:35.214000,538.911,538.911,538.91,2020-10-10 11:04:34.126000+00:00,,,,4.0,2020-10-10 04:03:11.300004
391477669,2020-10-10 04:11:38.765000,51.442,51.442,51.44,2020-10-10 11:12:30.708000+00:00,,,,,
665959555,2020-10-10 04:14:54.631000,195.489,195.489,195.49,2020-10-10 11:18:10.621000+00:00,,,,,
979795587,2020-10-10 06:44:27.378000,113.263,113.263,113.26,2020-10-10 13:46:20.642000+00:00,,,,,
597012526,2020-10-10 07:25:45.033000,135.39,135.39,135.39,2020-10-10 14:28:00.850000+00:00,,,,,
921250165,2020-10-10 07:56:44.853000,943.634,943.634,943.63,2020-10-10 15:12:28.988000+00:00,,,,4.0,2020-10-10 08:09:06.887004
115787730,2020-10-10 07:56:11.848000,1027.832,369.867,803.51,2020-10-11 16:14:58.996000+00:00,,,,5.0,2020-10-11 09:06:41.321003
301313731,2020-10-10 07:56:47.648000,3274.328,163.832,844.17,2020-10-12 11:03:17.520000+00:00,,,,8.0,2020-10-11 01:26:43.467004
871705258,2020-10-10 08:03:07.805000,21.118,21.118,21.12,2020-10-10 15:03:29.326000+00:00,,,,,
782928140,2020-10-10 08:44:01.826000,709.226,5.618,405.82,2020-10-10 19:25:00.362000+00:00,,,,4.0,2020-10-10 08:53:42.647004
219976059,2020-10-10 08:56:51.958000,1902.541,6.665,629.03,2020-10-19 15:58:42.638000+00:00,,,,10.0,2020-10-17 09:38:14.219003
447462877,2020-10-10 09:10:51.229000,11565.842,4.575,1048.5,2020-10-20 07:30:29.893000+00:00,,,,13.0,2020-10-19 12:13:07.784004
984529452,2020-10-10 15:41:24.061000,3388.901,31.971,576.02,2020-10-20 06:51:02.271000+00:00,,,,9.0,2020-10-14 10:23:10.712003
113639850,2020-10-10 15:53:06.649000,860.662,61.678,293.38,2020-10-17 05:28:13.437000+00:00,,,,3.0,2020-10-10 16:02:09.593003
215905919,2020-10-10 17:24:28.426000,7316.401,0.0,1376.54,2020-10-20 14:45:18.487000+00:00,,,,12.0,2020-10-19 03:48:24.988004
13292675,2020-10-10 18:01:19.889000,317.447,317.447,317.45,2020-10-11 01:06:37.837000+00:00,,,,2.0,2020-10-10 18:05:44.387003
153358754,2020-10-10 19:37:39.499000,383.123,383.123,383.12,2020-10-11 02:44:03.123000+00:00,,,,2.0,2020-10-10 19:40:39.351003
91420864,2020-10-10 19:55:21.001000,2601.564,0.0,1018.65,2020-10-12 17:21:36.422000+00:00,,,,9.0,2020-10-11 17:00:34.409004
728363862,2020-10-10 20:17:25.346000,60.326,60.326,60.33,2020-10-11 03:18:26.173000+00:00,,,,,
510238858,2020-10-10 20:41:13.692000,1669.316,88.982,661.81,2020-10-20 06:16:15.308000+00:00,,,,9.0,2020-10-19 09:19:37.926004
1272516,2020-10-10 21:25:21.378000,3994.352,138.278,1305.25,2020-10-19 03:27:08.377000+00:00,,,,10.0,2020-10-15 21:04:18.497004
884222779,2020-10-10 21:54:15.282000,1545.005,86.789,430.57,2020-10-20 16:12:31.194000+00:00,,,,9.0,2020-10-19 07:42:51.745004
938037866,2020-10-10 22:51:13.738000,1540.086,258.684,1046.02,2020-10-11 09:13:31.721000+00:00,,,,7.0,2020-10-11 01:14:03.304003
991511666,2020-10-11 00:20:20.412000,632.459,632.459,632.46,2020-10-11 07:30:52.872000+00:00,,,,2.0,2020-10-11 00:25:05.877003
278563830,2020-10-11 01:48:20.377000,3391.353,61.311,927.3,2020-10-13 09:53:35.890000+00:00,,,,8.0,2020-10-11 06:00:02.658004
439650657,2020-10-11 01:48:58.954000,206.056,206.056,206.06,2020-10-11 08:52:25.012000+00:00,,,,2.0,2020-10-11 01:51:38.989003
338695126,2020-10-11 01:50:54.168000,1749.369,173.781,712.21,2020-10-17 13:01:09.410000+00:00,,,,9.0,2020-10-14 09:28:18.321003
299404986,2020-10-11 02:09:57.443000,2249.228,71.622,439.96,2020-10-21 01:31:27.727000+00:00,,,,9.0,2020-10-14 22:13:03.289004
434341798,2020-10-11 02:33:46.464000,1048.41,1048.41,1048.41,2020-10-11 09:51:14.875000+00:00,,,,4.0,2020-10-11 02:47:16.480003
380676404,2020-10-11 03:06:29.523000,1562.333,0.0,687.95,2020-10-14 20:18:41.589000+00:00,,,,7.0,2020-10-14 02:33:52.923003
919345696,2020-10-11 05:20:05.903000,1090.004,313.78,636.61,2020-10-11 14:15:54.730000+00:00,,,,5.0,2020-10-11 06:42:40.659003
285789054,2020-10-11 05:41:58.523000,354.775,354.775,354.78,2020-10-11 12:47:53.799000+00:00,,,,2.0,2020-10-11 05:45:40.983003
502967968,2020-10-11 06:08:57.479000,3372.924,36.561,1271.72,2020-10-19 21:14:42.240000+00:00,,,,9.0,2020-10-16 07:26:38.568003
710657498,2020-10-11 06:22:23.732000,4276.951,1144.867,2710.91,2020-10-12 09:07:27.179000+00:00,,,,8.0,2020-10-11 07:24:23.280005
616132990,2020-10-11 06:57:42.785000,1991.461,19.794,572.11,2020-10-12 00:29:43.427000+00:00,,,,4.0,2020-10-11 07:13:22.209002
319280290,2020-10-11 07:12:28.753000,1972.054,206.487,1095.05,2020-10-12 12:41:01.383000+00:00,,,,9.0,2020-10-12 05:34:02.862004
457244163,2020-10-11 08:09:13.377000,13102.502,38.884,1853.02,2020-10-21 07:37:43.833000+00:00,0.304580152671756,0.304580152671756,0.545342420937839,14.0,2020-10-20 21:57:20.194003
400530297,2020-10-11 09:24:07.356000,2124.598,74.022,578.58,2020-10-18 10:13:49.496000+00:00,,,,8.0,2020-10-17 18:09:36.811004
529231091,2020-10-11 09:30:19.501000,4185.675,513.969,2349.82,2020-10-12 06:47:37.901000+00:00,,,,8.0,2020-10-11 10:36:15.979004
635413706,2020-10-11 10:03:57.694000,666.611,68.136,240.06,2020-10-17 02:53:37.184000+00:00,,,,3.0,2020-10-11 10:11:17.658006
514515565,2020-10-11 10:27:51.201000,785.568,785.568,785.57,2020-10-11 17:40:56.770000+00:00,,,,4.0,2020-10-11 10:38:48.262005
733840761,2020-10-11 10:42:48.204000,456.301,13.229,234.77,2020-10-11 19:16:30.965000+00:00,,,,2.0,2020-10-11 12:15:50.254003
811397763,2020-10-11 11:04:27.819000,709.407,34.95,399.3,2020-10-18 13:42:05.572000+00:00,,,,2.0,2020-10-11 11:13:15.346003
775880398,2020-10-11 11:11:09.685000,2095.365,106.178,757.81,2020-10-15 05:17:24.944000+00:00,,,,9.0,2020-10-13 02:31:42.902003
820525551,2020-10-11 11:31:48.333000,997.486,997.486,997.49,2020-10-11 18:48:25.820000+00:00,,,,4.0,2020-10-11 11:42:58.812004
908636595,2020-10-11 11:35:40.382000,2503.095,563.043,1074.86,2020-10-18 10:06:22.994000+00:00,,,,8.0,2020-10-11 19:33:32.618004
69638363,2020-10-11 12:29:00.635000,1386.937,136.024,638.32,2020-10-14 13:56:54.971000+00:00,,,,8.0,2020-10-13 06:29:56.521004
556027956,2020-10-11 14:19:09.630000,574.852,234.604,414.19,2020-10-18 05:33:48.992000+00:00,,,,3.0,2020-10-17 22:30:22.015003
975616491,2020-10-11 14:39:39.119000,177.017,177.017,177.02,2020-10-11 21:42:36.137000+00:00,,,,,
85501354,2020-10-11 14:45:52.770000,1812.195,1812.195,1812.2,2020-10-11 22:16:04.967000+00:00,,,,4.0,2020-10-11 15:00:17.089000
549149626,2020-10-11 15:50:44.738000,119.421,119.421,119.42,2020-10-11 22:52:44.660000+00:00,,,,,
227909605,2020-10-11 15:59:17.401000,2459.355,127.163,788.55,2020-10-17 11:22:52.699000+00:00,,,,8.0,2020-10-12 04:25:55.948004
259676620,2020-10-11 19:18:29.997000,2223.865,149.805,1097.01,2020-10-20 11:33:34.708000+00:00,,,,10.0,2020-10-16 05:50:44.162004
791280263,2020-10-11 21:31:59.081000,1280.413,125.752,360.83,2020-10-13 14:45:50.083000+00:00,,,,8.0,2020-10-12 14:46:25.693004
996362460,2020-10-11 21:37:56.220000,1371.181,56.667,431.23,2020-10-12 15:22:15.227000+00:00,,,,5.0,2020-10-12 08:18:55.961001
245318388,2020-10-11 21:39:07.216000,1031.315,522.583,776.95,2020-10-12 11:47:18.737000+00:00,,,,4.0,2020-10-12 04:40:46.684003
72929427,2020-10-11 22:15:14.793000,0.0,0.0,0.0,2020-10-12 05:15:15.275000+00:00,,,,,
952204207,2020-10-11 22:29:37.475000,3884.546,0.0,585.4,2020-10-21 21:32:59.997000+00:00,,,,13.0,2020-10-21 01:13:47.521004
368857842,2020-10-11 22:37:25.501000,105.171,93.379,99.28,2020-10-12 06:31:53.663000+00:00,,,,2.0,2020-10-11 23:30:42.174003
178998275,2020-10-11 23:16:25.679000,1494.625,44.902,318.22,2020-10-15 15:13:37.815000+00:00,,,,8.0,2020-10-15 02:45:24.025004
544916238,2020-10-11 23:53:49.711000,944.091,555.466,741.26,2020-10-18 09:26:39.048000+00:00,,,,5.0,2020-10-16 11:16:02.754003
763192174,2020-10-12 03:37:09.169000,2635.114,37.131,512.92,2020-10-21 18:45:55.148000+00:00,,,,9.0,2020-10-17 08:28:54.919004
258504291,2020-10-12 03:44:43.430000,2950.782,211.022,762.88,2020-10-15 16:47:49.040000+00:00,,,,8.0,2020-10-12 06:36:11.246004
320674690,2020-10-12 05:33:48.458000,1485.414,1485.414,1485.41,2020-10-12 12:58:33.874000+00:00,,,,6.0,2020-10-12 05:57:43.961003
819251017,2020-10-12 05:49:29.789000,224.477,224.477,224.48,2020-10-12 12:53:14.312000+00:00,,,,2.0,2020-10-12 05:51:45.753004
202862355,2020-10-12 05:49:55.383000,3210.247,0.0,864.8,2020-10-15 13:53:23.162000+00:00,,,,10.0,2020-10-15 06:43:51.629004
837796606,2020-10-12 05:58:22.373000,225.266,225.266,225.27,2020-10-12 13:02:08.129000+00:00,,,,,
48789204,2020-10-12 07:17:22.463000,5151.611,47.474,961.79,2020-10-21 18:05:30.701000+00:00,0.913740458015267,0.304580152671756,0.545342420937839,14.0,2020-10-20 04:16:36.863004
934096406,2020-10-12 07:52:10.020000,3042.261,71.627,593.34,2020-10-21 23:59:00.989000+00:00,,,,10.0,2020-10-19 06:40:03.115003
923613678,2020-10-12 07:59:08.439000,395.238,395.238,395.24,2020-10-12 15:05:43.678000+00:00,,,,,
70218521,2020-10-12 09:11:03.377000,2611.824,32.58,598.3,2020-10-15 15:31:12.238000+00:00,,,,11.0,2020-10-15 08:28:28.715004
909263001,2020-10-12 10:51:48.404000,200.154,200.154,200.15,2020-10-12 17:55:13.908000+00:00,,,,2.0,2020-10-12 10:54:15.600003
414971218,2020-10-12 11:54:31.891000,3996.996,387.617,1795.68,2020-10-13 19:08:02.949000+00:00,,,,8.0,2020-10-13 05:01:49.858004
803849179,2020-10-12 14:31:12.075000,1789.482,106.973,1025.58,2020-10-15 09:37:55.037000+00:00,,,,9.0,2020-10-13 20:31:07.850004
48149990,2020-10-12 14:59:26.288000,104.604,104.604,104.6,2020-10-12 22:01:10.893000+00:00,,,,,
250379577,2020-10-12 16:01:07.864000,1265.94,21.482,382.1,2020-10-20 04:06:21.652000+00:00,,,,5.0,2020-10-19 21:04:08.997003
673491055,2020-10-12 17:06:12.289000,401.066,401.066,401.07,2020-10-13 00:12:53.615000+00:00,,,,,
165761384,2020-10-12 19:21:39.438000,6790.247,64.605,1036.59,2020-10-21 21:18:50.765000+00:00,3.65496183206107,0.304580152671756,0.545342420937839,11.0,2020-10-16 08:03:29.930003
761594648,2020-10-12 20:12:12.710000,105.062,105.062,105.06,2020-10-13 03:13:58.273000+00:00,,,,,
881984898,2020-10-12 23:17:30.982000,3787.621,430.003,1898.68,2020-10-16 17:54:31.480000+00:00,,,,8.0,2020-10-16 08:56:29.465005
871273099,2020-10-13 02:11:35.439000,247.204,247.204,247.2,2020-10-13 09:15:43.144000+00:00,,,,,
321457720,2020-10-13 02:25:44.948000,91.962,91.962,91.96,2020-10-13 09:27:16.911000+00:00,,,,,
335813454,2020-10-13 04:03:26.258000,2691.657,12.927,244.95,2020-10-22 23:56:53.956000+00:00,,,,10.0,2020-10-20 10:31:14.118003
13614650,2020-10-13 04:10:55.730000,1568.115,1568.115,1568.12,2020-10-13 11:37:04.207000+00:00,,,,5.0,2020-10-13 04:31:54.384003
97664701,2020-10-13 05:05:54.066000,7145.651,5.085,729.83,2020-10-14 21:53:25.793000+00:00,,,,4.0,2020-10-13 07:56:09.330003
354609467,2020-10-13 06:11:29.178000,168.238,168.238,168.24,2020-10-13 13:14:17.917000+00:00,,,,,
265108638,2020-10-13 06:24:08.428000,1595.351,74.158,534.09,2020-10-21 12:28:37.368000+00:00,,,,8.0,2020-10-15 00:19:09.740004
243255147,2020-10-13 08:15:51.063000,1910.719,213.247,1233.09,2020-10-16 16:40:18.938000+00:00,,,,8.0,2020-10-15 09:44:06.073004
371876648,2020-10-13 11:58:39.421000,2735.031,40.231,1192.84,2020-10-15 18:51:41.956000+00:00,,,,8.0,2020-10-14 22:18:13.770004
341242295,2020-10-13 13:21:12.925000,2007.406,33.08,406.2,2020-10-23 11:07:30.510000+00:00,,,,8.0,2020-10-14 05:18:45.059002
219600102,2020-10-13 18:09:20.999000,7935.281,3.372,1474.25,2020-10-22 04:05:47.989000+00:00,,,,11.0,2020-10-18 23:20:09.119005
854534938,2020-10-09 11:39:54.181000,66.96,7.188,37.07,2020-10-10 05:51:27.943000+00:00,,,,,
54760770,2020-10-09 15:29:35.906000,149.263,149.263,149.26,2020-10-09 22:32:05.170000+00:00,,,,2.0,2020-10-09 15:31:19.171003
990963631,2020-10-09 15:45:21.939000,5089.165,9.42,384.57,2020-10-19 12:42:23.296000+00:00,,,,10.0,2020-10-18 21:11:52.479004
846571525,2020-10-09 16:59:39.377000,1682.389,77.755,596.16,2020-10-12 02:36:03.206000+00:00,,,,8.0,2020-10-10 01:04:55.519005
344051786,2020-10-09 17:40:43.267000,48.863,48.863,48.86,2020-10-10 00:41:32.131000+00:00,,,,,
715202439,2020-10-09 18:07:15.575000,51.791,51.791,51.79,2020-10-10 01:08:07.867000+00:00,,,,,
291499913,2020-10-09 18:59:39.312000,106.407,106.407,106.41,2020-10-10 02:01:25.720000+00:00,,,,,
146561771,2020-10-09 22:48:28.333000,13880.846,574.772,2966.67,2020-10-19 06:27:37.247000+00:00,,,,10.0,2020-10-14 17:40:02.082004
857553407,2020-10-09 22:49:14.247000,147.742,147.742,147.74,2020-10-10 05:51:42.490000+00:00,,,,,
900434300,2020-10-10 00:12:38.651000,203.402,17.117,95.13,2020-10-12 04:41:11.835000+00:00,,,,2.0,2020-10-10 00:14:16.530003
28263945,2020-10-10 01:04:17.594000,906.052,396.017,651.03,2020-10-10 10:18:26.011000+00:00,,,,2.0,2020-10-10 03:14:32.735003
574907149,2020-10-10 01:13:22.120000,257.071,257.071,257.07,2020-10-10 08:17:39.192000+00:00,,,,,
70277916,2020-10-10 01:18:23.376000,2184.349,73.815,773.5,2020-10-19 10:40:31.363000+00:00,,,,8.0,2020-10-11 22:15:15.000002
627111763,2020-10-10 02:02:47.944000,1132.973,76.291,604.63,2020-10-10 15:13:08.690000+00:00,,,,4.0,2020-10-10 02:13:00.887006
374103893,2020-10-10 02:13:06.141000,1410.903,105.797,637.97,2020-10-19 20:25:33.510000+00:00,,,,9.0,2020-10-18 13:51:54.320004
617472774,2020-10-10 03:53:40.362000,1388.677,25.522,477.07,2020-10-19 05:42:57.936000+00:00,,,,4.0,2020-10-11 10:16:10.109004
285138788,2020-10-10 03:57:28.977000,176.405,176.405,176.41,2020-10-10 11:00:25.383000+00:00,,,,2.0,2020-10-10 04:00:01.993003
168378028,2020-10-14 01:04:38.366000,2926.887,0.0,400.56,2020-10-24 00:12:30.015000+00:00,,,,4.0,2020-10-14 13:03:39.088003
870353003,2020-10-05 02:41:14.861000,2119.306,190.331,809.13,2020-10-13 13:57:15.467000+00:00,,,,9.0,2020-10-13 06:51:01.303004
583725657,2020-10-05 04:38:35.406000,5203.899,62.008,829.91,2020-10-15 03:23:57.259000+00:00,,,,16.0,2020-10-14 06:08:33.895000
806320685,2020-10-06 14:43:36.495000,4157.005,951.053,2148.15,2020-10-09 19:40:37.805000+00:00,,,,7.0,2020-10-09 12:03:39.200000
547147621,2020-10-07 10:56:49.356000,931.8,931.8,931.8,2020-10-07 18:12:21.657000+00:00,,,,4.0,2020-10-07 11:07:02.196003
24499908,2020-10-07 11:32:43.122000,1136.682,1.015,537.07,2020-10-08 23:25:13.113000+00:00,,,,5.0,2020-10-07 16:37:05.822003
973546100,2020-10-08 02:43:40.271000,2705.483,87.914,1132.41,2020-10-17 21:29:09.953000+00:00,,,,12.0,2020-10-17 08:33:42.642003
468827742,2020-10-08 04:10:31.336000,152.046,3.968,78.01,2020-10-10 02:11:08.134000+00:00,,,,2.0,2020-10-08 04:12:40.884003
912782982,2020-10-08 04:11:53.723000,3786.344,335.216,1058.05,2020-10-11 21:09:22.354000+00:00,,,,9.0,2020-10-11 10:15:58.484004
608689193,2020-10-08 04:31:37.466000,382.637,382.637,382.64,2020-10-08 11:38:00.604000+00:00,,,,2.0,2020-10-08 04:34:40.763003
625841257,2020-10-08 05:00:33.802000,145.604,145.604,145.6,2020-10-08 12:02:59.434000+00:00,,,,,
738973556,2020-10-05 03:36:01.165000,481.831,481.831,481.83,2020-10-05 10:44:03.496000+00:00,,,,3.0,2020-10-05 03:41:51.816003
57208361,2020-10-06 21:47:25.586000,191.894,191.894,191.89,2020-10-07 04:50:37.981000+00:00,,,,2.0,2020-10-06 21:50:01.441003
181679227,2020-10-07 18:42:37.486000,2319.92,302.244,1311.08,2020-10-08 06:40:57.088000+00:00,,,,7.0,2020-10-07 23:39:13.085003
814317710,2020-10-08 02:31:34.435000,1182.262,341.71,627.83,2020-10-08 14:20:51.837000+00:00,,,,6.0,2020-10-08 07:17:11.874004
150500666,2020-10-08 13:42:06.001000,120.293,120.293,120.29,2020-10-08 20:44:06.796000+00:00,,,,,
575117144,2020-10-08 13:57:56.701000,55.667,55.667,55.67,2020-10-08 20:58:52.568000+00:00,,,,,
281523844,2020-10-08 08:14:44.473000,74.266,0.0,36.19,2020-10-17 03:38:35.195000+00:00,,,,,
